Artista,Cancion,Palabra,Contexto
C-Kan,El Llanto Del Inmigrante,gente,... llanto de toda mi gente cansados de vivir llorando ...
C-Kan,Quien Contra Mi,dinero,... por mi que el dinero sirve para comprar amigos ...
C-Kan,Quien Contra Mi,miedo,... pero no conozco el miedo y dios camina conmigo ...
C-Kan,Quien Contra Mi,mal,... yo el que esta mal tu mamale al que ...
C-Kan,Quien Contra Mi,gente,... las leyes de su gente como si en méxico ...
C-Kan,Quien Contra Mi,dinero,... por mi que el dinero sirve para comprar amigos ...
C-Kan,Quien Contra Mi,miedo,... pero no conozco el miedo y dios camina conmigo ...
C-Kan,Quien Contra Mi,gobierno,... ve y preguntale al gobierno y los hommies en ...
C-Kan,Quien Contra Mi,mal,... personal me los informaron mal ser lacra no es ...
C-Kan,Quien Contra Mi,real,... lacra no es ser real si quieren yo les ...
C-Kan,Quien Contra Mi,barrio,... loquera preguntale a mi barrio cuando los llevó de ...
C-Kan,Quien Contra Mi,dinero,... por mi que el dinero sirve para comprar amigos ...
C-Kan,Quien Contra Mi,miedo,... morir no conozco el miedo y dios camina conmigo ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,Por El Mexicano,tierra,... seres terrestres de la tierra avienes nos bombardean mientras ...
C-Kan,Por El Mexicano,muerte,... que significa tu existencia muerte llega aun que tu ...
C-Kan,Por El Mexicano,gobierno,... la enseñan porque el gobierno te la vende el ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,Por El Mexicano,gobierno,... de mi nacion mi gobierno me averguenza que certeza ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,Por El Mexicano,tierra,... corazon luchando por su tierra cotra su misma nacion ...
C-Kan,No Haces Na,cuatro,... mundo anda con la cuatro cero y llega a ...
C-Kan,No Haces Na,gente,... andamos mas decentes conozco gente que conoce gente que ...
C-Kan,No Haces Na,gente,... conozco gente que conoce gente que dice usted y ...
C-Kan,No Haces Na,gente,... dice usted y su gente para que se compromete ...
C-Kan,No Haces Na,patrón,... para que se compromete patrón por 10 mil me ...
C-Kan,No Haces Na,malos,... la puerta que los malos siempre vuelven los sicarios ...
C-Kan,No Haces Na,gente,... que te toque hay gente de respeto que es ...
C-Kan,No Haces Na,barrio,... mañana pero tengo el barrio listo para sonarle las ...
Los Rehenes,Una Banda Y Un Corrido,banda,... un padre nuestro una banda y un corrido es ...
Los Rehenes,Una Banda Y Un Corrido,corrido,... una banda y un corrido es lo que pidió ...
Los Rehenes,Una Banda Y Un Corrido,banda,... recibo y tristemente una banda oigo que canta un ...
Los Rehenes,Una Banda Y Un Corrido,corrido,... oigo que canta un corrido recuerden siempre a este ...
Los Rehenes,Una Banda Y Un Corrido,frente,... con dignidad y de frente que en mi familia ...
Los Rehenes,Una Banda Y Un Corrido,dinero,... un hijo desobediente con dinero no se compra ni ...
Los Rehenes,Una Banda Y Un Corrido,dinero,... perdón como no tengo dinero les dejo mi bendición ...
Los Rehenes,Una Banda Y Un Corrido,banda,... vida supo amar esa banda y el corrido mi ...
Los Rehenes,Una Banda Y Un Corrido,corrido,... esa banda y el corrido mi viejo pudo escuchar ...
Los Rehenes,México Ya Regresé,tierra,... nací esta es mi tierra esta es mi gente ...
Los Rehenes,México Ya Regresé,gente,... tierra esta es mi gente y es mi orgullo ...
Joan Sebastian,Bandido De Amores,corrido,... a cantarles un nuevo corrido de un hombre que ...
Joan Sebastian,Bandido De Amores,banda,... el bandido llegaba la banda tocaba gabino barrera porque ...
Joan Sebastian,Bandido De Amores,banda,... el bandido bailaba la banda tocaba gabino barrera el ...
Joan Sebastian,Bandido De Amores,pistola,... el bandido vació su pistola el novio ya esta ...
Joan Sebastian,Bandido De Amores,muerto,... la cárcel el bandido muerto y la coqueta sola ...
Joan Sebastian,Bandido De Amores,muerto,... la cárcel el bandido muerto y la coqueta sola ...
Joan Sebastian,Manuel Juárez,sierra,... un ranchito en la sierra feliz vivía maunuel juárez ...
Joan Sebastian,Manuel Juárez,tierra,... propiedades trabajando bien su tierra poco sale a las ...
Joan Sebastian,Manuel Juárez,diablo,... pero andaba suelto el diablo uah y arriba sinaloa ...
Joan Sebastian,Manuel Juárez,calle,... tipo grita en la calle ay qué rechulas caderas ...
Joan Sebastian,Manuel Juárez,pistola,... potro el otro sacó pistola juárez es herido de ...
Joan Sebastian,Manuel Juárez,muerto,... un brazo el otro muerto hecho bola en las ...
Joan Sebastian,Manuel Juárez,caballo,... en las patas del caballo que manuel juárez adora ...
Joan Sebastian,Manuel Juárez,sierra,... un ranchito en la sierra allá vive manuel juárez ...
Adan Cruz,Volare,dinero,... tengo tanto amor al dinero matrimonio tengo tan amor ...
Adan Cruz,Volare,dinero,... yo te platico ganas dinero pero no te hagas ...
Adan Cruz,Volare,gallo,... fallo volare volare el gallo es de oro me ...
Adan Cruz,Volare,dolares,... niño siempre quise ver dolares mi madre me dijo ...
Adan Cruz,Volare,dolares,... cabeza gira mira mira dolares mira ganando dolares de ...
Adan Cruz,Volare,dolares,... mira dolares mira ganando dolares de lunes a domingo ...
Adan Cruz,Volare,dolares,... todo el dia buscando dolares busca implacable de liam ...
Adan Cruz,Volare,dolares,... nuves se convierten en dolares me forjo el mejor ...
Adan Cruz,Volare,dolares,... cruz volaré por eso dolares dólares mis compás me ...
Adan Cruz,Volare,dólares,... volaré por eso dolares dólares mis compás me dicen ...
Adan Cruz,Volare,dolares,... vuelale correle por esos dolares por esos dolares yo ...
Adan Cruz,Volare,dolares,... esos dolares por esos dolares yo volare me pagan ...
Adan Cruz,Volare,dólares,... volare me pagan con dólares pues orale yo no ...
Adan Cruz,Volare,dinero,... arma sin un pedo dinero árabe salam alekum hey ...
Adan Cruz,Volare,billetes,... y atorale haz esos billetes perro correle orale perro ...
Adan Cruz,Volare,dólares,... oro vuelvo kilates en dólares mi habilidad garantiza que ...
Adan Cruz,We Made A Plan,muerto,... mí me apostaron por muerto tal john f kennedy ...
Adan Cruz,We Made A Plan,calle,... no fuí de la calle salí de los cerros ...
Faruz Feet,Ahora Que Soy Bueno,gente,... y escucho mejores ritmos gente que lo hace mejor ...
Faruz Feet,Ahora Que Soy Bueno,barrio,... mi nobre salio desde barrio pero nunca olvide donde ...
Faruz Feet,Ahora Que Soy Bueno,calle,... subes a hablar de calle de grifa sobre un ...
Faruz Feet,Ahora Que Soy Bueno,mal,... grifa sobre un beat mal descargado y pisado por ...
Faruz Feet,Puro Corazón ,gente,... con verdaron flow movieron gente como ningun presidente algun ...
Faruz Feet,Puro Corazón ,muerte,... gritaron b-boy hasta la muerte rapero de por vida ...
Faruz Feet,Puro Corazón ,hierba,... honestamente porque si fumo hierba solo es para inspiracion ...
Faruz Feet,Puro Corazón ,dinero,... no se hace por dinero es puro corazon y ...
Faruz Feet,Underdogg,barrio,... chingón moviéndome en el barrio el mejor underdog y ...
Faruz Feet,Underdogg,barrio,... yo rolando en el barrio oilos tumbando sus carros ...
Faruz Feet,Underdogg,barrio,... sus carros en el barrio que me vió crecer ...
Faruz Feet,Underdogg,calle,... le servía sueños y calle el pan de cada ...
Faruz Feet,Underdogg,cocaína,... ver aabs con la cocaína de mis homies con ...
Faruz Feet,Underdogg,mal,... rap un hijo un mal trabajo y hay que ...
Faruz Feet,Underdogg,billetes,... es como fajo de billetes sólo amalo un problema ...
Faruz Feet,Underdogg,barrio,... chingón moviéndome en el barrio el mejor underdog y ...
Faruz Feet,Underdogg,barrio,... yo rolando en el barrio oilos tumbando sus carros ...
Faruz Feet,Underdogg,barrio,... sus carros en el barrio que me vio crecer ...
Faruz Feet,Underdogg,patrón,... me convierte en tu patrón mi nombre señor acción ...
Faruz Feet,Underdogg,barrio,... no organizador vuelvo al barrio que me vio de ...
Faruz Feet,Underdogg,muerto,... yo aprendí que mejor muerto que moribundo y que ...
Faruz Feet,Underdogg,barrio,... chingón moviéndome en el barrio el mejor underdog y ...
Faruz Feet,Underdogg,barrio,... yo rolando en el barrio oilos tumbando sus carros ...
Faruz Feet,Underdogg,barrio,... sus carros en el barrio que me vio crecer ...
Kafé con Leshe,Cienes,barrio,... la historia de mi barrio yo él y varios ...
Kafé con Leshe,Cienes,barrio,... del noroeste de un barrio salido de una casa ...
Kafé con Leshe,Cienes,calle,... el sentido de mi calle no olvido a los ...
Kafé con Leshe,Cienes,gente,... entiende aprendo de mucha gente che-chequen sigo asomando el ...
Kafé con Leshe,Cienes,compa,... otros muchos se burlan compa sigo sudando el cuerpo ...
Kafé con Leshe,Cienes,ak-47,... niños l-peña eypa penta ak-47 calibre micro che-cheque yeah ...
Elote El Barbaro,Esto Es México ,tiros,... tranzas pesos gringos armas tiros muertos sangre miedo teatro ...
Elote El Barbaro,Esto Es México ,miedo,... armas tiros muertos sangre miedo teatro pueblo esto es ...
Elote El Barbaro,Esto Es México ,mal,... costal de retratos desenfocados mal tomados y abstractos distorsionados ...
Elote El Barbaro,Esto Es México ,policía,... negación es traición la policía es de viseteria hay ...
Lirika Inverza,Inefable ,tierra,... al menos nutramos la tierra y algunos gusanos qué ...
Lirika Inverza,Inefable ,dinero,... al que inventó el dinero y nos convirtió en ...
Lirika Inverza,Inefable ,dinero,... si al final el dinero que no va al ...
Millonario,Yo No Creo En la Democracia,mujeres,... prepotencia lastiman al pueblo mujeres y hombres ayudan al ...
Millonario,Yo No Creo En la Democracia,hombres,... al pueblo mujeres y hombres ayudan al rico mientras ...
Millonario,Yo No Creo En la Democracia,dinero,... trabajo aquí no hay dinero por eso la banda ...
Millonario,Yo No Creo En la Democracia,banda,... dinero por eso la banda trabaja de callejero para ...
Millonario,Yo No Creo En la Democracia,pistola,... su casa saca su pistola y no come si ...
Millonario,Yo No Creo En la Democracia,calle,... políticos no conocen la calle no conocen la pobreza ...
Millonario,Yo No Creo En la Democracia,ley,... es la vida la ley nos la ensartan nomás ...
Millonario,Yo No Creo En la Democracia,gente,... en la pobreza mi gente no les importa no ...
Millonario,Yo No Creo En la Democracia,gente,... de su arrogancia mi gente vive en la pobreza ...
Millonario,Yo No Creo En la Democracia,gente,... te reviente aguanta mi gente porque es muy creyente ...
Millonario,Yo No Creo En la Democracia,gente,... en la pobreza mi gente no les importa no ...
Millonario,Yo No Creo En la Democracia,gente,... de su arrogancia mi gente vive en la pobreza ...
Millonario,Yo No Creo En la Democracia,gobierno,... hasta la madre del gobierno que nos tienen sufriendo ...
Millonario,Yo No Creo En la Democracia,gente,... en la pobreza mi gente no les importa no ...
Millonario,Yo No Creo En la Democracia,gente,... de su arrogancia mi gente vive en la pobreza ...
Millonario,Casco Nazi,hierba,... un casco nazi mala hierba nunca muere y si ...
Millonario,Casco Nazi,muerte,... vivo deprisa porqué la muerte no avisa salí en ...
Millonario,Casco Nazi,azteca,... en los noticieros tv azteca y televisa chingo de ...
Millonario,Casco Nazi,mota,... y televisa chingo de mota y aparezco risa y ...
Millonario,Casco Nazi,camioneta,... y paseando en la camioneta bien pedote zig-zagueando pellizcando ...
Millonario,Casco Nazi,troca,... quedaron hechos cagada la troca no arrancaba nos fugamos ...
Millonario,Casco Nazi,jefe,... chante avísale a mi jefe pa que le hable ...
Millonario,Casco Nazi,comandante,... que le hable al comandante fue el pinche volante ...
Millonario,Casco Nazi,hierba,... un casco nazi mala hierba nunca muere y si ...
Millonario,Casco Nazi,chota,... encerrado me llevó la chota por culpa de un ...
Millonario,Casco Nazi,plaza,... se fue pa la plaza lo atoró la ley ...
Millonario,Casco Nazi,ley,... plaza lo atoró la ley lo llevó para mi ...
Millonario,Casco Nazi,real,... que pasa si eres real y de adeveras ay ...
Millonario,Casco Nazi,hierba,... un casco nazi mala hierba nunca muere y si ...
Millonario,Rayas de Patron,patrón,... tecatón y rayas de patrón traigo una piedra bien ...
Millonario,Rayas de Patron,mal,... es un día normal mal ta bien mamalón este ...
Millonario,Rayas de Patron,mal,... es un día normal mal ando bien al tiro ...
Millonario,Rayas de Patron,camioneta,... llaves de su pichi camioneta vieja puñetas se queda ...
Millonario,De Aquí Los Veo,alterado,... lo que yo creo alterado de la chompa vengo ...
Millonario,De Aquí Los Veo,compa,... chompa vengo con mi compa les cayó la verga ...
Millonario,De Aquí Los Veo,compa,... a la cárcel mire compa mili mejor rólese un ...
Millonario,De Aquí Los Veo,valientes,... se arrepienten primero muy valientes y ahora quieren mandar ...
Millonario,De Aquí Los Veo,gente,... y ahora quieren mandar gente pos mientras cae la ...
Millonario,De Aquí Los Veo,muerte,... pos mientras cae la muerte yo me sigo paseando ...
Millonario,De Aquí Los Veo,compa,... el mundo con mi compa el millonario de aquí ...
Millonario,Chingo De Cheve,tira,... caga palos y bien tira rollo por los tequilas ...
Millonario,Chingo De Cheve,banda,... contentote con toda la banda agarrando el pedote como ...
Millonario,Chingo De Cheve,hierba,... bien pelones risto y hierba en los pulmones así ...
Millonario,"Calle, Alcohol, Sexo y Placer",chota,... juan si viene la chota les cierro el zaguán ...
Millonario,"Calle, Alcohol, Sexo y Placer",banda,... una piñata reventada mi banda es agresiva prendida y ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... party hasta el amanecer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... sexo y placer calle-calle-calle-sexo-sexo calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... el acto sexual la calle está tupida es un ...
Millonario,"Calle, Alcohol, Sexo y Placer",matar,... si es hora de matar yo soy el arma ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... casa voy a incendiar calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... sexo y placer calle-calle-calle-sexo-sexo calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... se va a encender calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... alcohol sexo y placer calle alcohol sexo y placer ...
Millonario,"Calle, Alcohol, Sexo y Placer",calle,... sexo y placer calle-al-ca-al-ca-ca-ca calle alcohol sexo y placer-placer-placer-placer-placer ...
